document_id,loan_id,applicant_reference,document_type,file_name,verification_status,source,contains_real_pii
DOC0049_KYC,49,APPLICANT-0049,KYC,loan_49/kyc_49.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0050_PAYSLIP,50,APPLICANT-0050,Payslip,loan_50/payslip_50.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0050_BANK_STATEMENT,50,APPLICANT-0050,Bank Statement,loan_50/bank_statement_50.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0050_TAX_RETURN,50,APPLICANT-0050,Tax Return,loan_50/tax_return_50.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0050_KYC,50,APPLICANT-0050,KYC,loan_50/kyc_50.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0051_PAYSLIP,51,APPLICANT-0051,Payslip,loan_51/payslip_51.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0051_BANK_STATEMENT,51,APPLICANT-0051,Bank Statement,loan_51/bank_statement_51.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0051_TAX_RETURN,51,APPLICANT-0051,Tax Return,loan_51/tax_return_51.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0051_KYC,51,APPLICANT-0051,KYC,loan_51/kyc_51.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0052_PAYSLIP,52,APPLICANT-0052,Payslip,loan_52/payslip_52.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0052_BANK_STATEMENT,52,APPLICANT-0052,Bank Statement,loan_52/bank_statement_52.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0052_TAX_RETURN,52,APPLICANT-0052,Tax Return,loan_52/tax_return_52.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0052_KYC,52,APPLICANT-0052,KYC,loan_52/kyc_52.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0053_PAYSLIP,53,APPLICANT-0053,Payslip,loan_53/payslip_53.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0053_BANK_STATEMENT,53,APPLICANT-0053,Bank Statement,loan_53/bank_statement_53.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0053_TAX_RETURN,53,APPLICANT-0053,Tax Return,loan_53/tax_return_53.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0053_KYC,53,APPLICANT-0053,KYC,loan_53/kyc_53.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0054_PAYSLIP,54,APPLICANT-0054,Payslip,loan_54/payslip_54.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0054_BANK_STATEMENT,54,APPLICANT-0054,Bank Statement,loan_54/bank_statement_54.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0054_TAX_RETURN,54,APPLICANT-0054,Tax Return,loan_54/tax_return_54.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0054_KYC,54,APPLICANT-0054,KYC,loan_54/kyc_54.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0055_PAYSLIP,55,APPLICANT-0055,Payslip,loan_55/payslip_55.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0055_BANK_STATEMENT,55,APPLICANT-0055,Bank Statement,loan_55/bank_statement_55.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0055_TAX_RETURN,55,APPLICANT-0055,Tax Return,loan_55/tax_return_55.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0055_KYC,55,APPLICANT-0055,KYC,loan_55/kyc_55.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0056_PAYSLIP,56,APPLICANT-0056,Payslip,loan_56/payslip_56.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0056_BANK_STATEMENT,56,APPLICANT-0056,Bank Statement,loan_56/bank_statement_56.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0056_TAX_RETURN,56,APPLICANT-0056,Tax Return,loan_56/tax_return_56.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0056_KYC,56,APPLICANT-0056,KYC,loan_56/kyc_56.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0057_PAYSLIP,57,APPLICANT-0057,Payslip,loan_57/payslip_57.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0057_BANK_STATEMENT,57,APPLICANT-0057,Bank Statement,loan_57/bank_statement_57.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0057_TAX_RETURN,57,APPLICANT-0057,Tax Return,loan_57/tax_return_57.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0057_KYC,57,APPLICANT-0057,KYC,loan_57/kyc_57.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0058_PAYSLIP,58,APPLICANT-0058,Payslip,loan_58/payslip_58.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0058_BANK_STATEMENT,58,APPLICANT-0058,Bank Statement,loan_58/bank_statement_58.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0058_TAX_RETURN,58,APPLICANT-0058,Tax Return,loan_58/tax_return_58.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0058_KYC,58,APPLICANT-0058,KYC,loan_58/kyc_58.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0059_PAYSLIP,59,APPLICANT-0059,Payslip,loan_59/payslip_59.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0059_BANK_STATEMENT,59,APPLICANT-0059,Bank Statement,loan_59/bank_statement_59.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0059_TAX_RETURN,59,APPLICANT-0059,Tax Return,loan_59/tax_return_59.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0059_KYC,59,APPLICANT-0059,KYC,loan_59/kyc_59.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0060_PAYSLIP,60,APPLICANT-0060,Payslip,loan_60/payslip_60.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0060_BANK_STATEMENT,60,APPLICANT-0060,Bank Statement,loan_60/bank_statement_60.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0060_TAX_RETURN,60,APPLICANT-0060,Tax Return,loan_60/tax_return_60.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0060_KYC,60,APPLICANT-0060,KYC,loan_60/kyc_60.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0061_PAYSLIP,61,APPLICANT-0061,Payslip,loan_61/payslip_61.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0061_BANK_STATEMENT,61,APPLICANT-0061,Bank Statement,loan_61/bank_statement_61.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0061_TAX_RETURN,61,APPLICANT-0061,Tax Return,loan_61/tax_return_61.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0061_KYC,61,APPLICANT-0061,KYC,loan_61/kyc_61.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0062_PAYSLIP,62,APPLICANT-0062,Payslip,loan_62/payslip_62.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0062_BANK_STATEMENT,62,APPLICANT-0062,Bank Statement,loan_62/bank_statement_62.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0062_TAX_RETURN,62,APPLICANT-0062,Tax Return,loan_62/tax_return_62.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0062_KYC,62,APPLICANT-0062,KYC,loan_62/kyc_62.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0063_PAYSLIP,63,APPLICANT-0063,Payslip,loan_63/payslip_63.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0063_BANK_STATEMENT,63,APPLICANT-0063,Bank Statement,loan_63/bank_statement_63.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0063_TAX_RETURN,63,APPLICANT-0063,Tax Return,loan_63/tax_return_63.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0063_KYC,63,APPLICANT-0063,KYC,loan_63/kyc_63.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0064_PAYSLIP,64,APPLICANT-0064,Payslip,loan_64/payslip_64.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0064_BANK_STATEMENT,64,APPLICANT-0064,Bank Statement,loan_64/bank_statement_64.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0064_TAX_RETURN,64,APPLICANT-0064,Tax Return,loan_64/tax_return_64.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0064_KYC,64,APPLICANT-0064,KYC,loan_64/kyc_64.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0065_PAYSLIP,65,APPLICANT-0065,Payslip,loan_65/payslip_65.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0065_BANK_STATEMENT,65,APPLICANT-0065,Bank Statement,loan_65/bank_statement_65.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0065_TAX_RETURN,65,APPLICANT-0065,Tax Return,loan_65/tax_return_65.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0065_KYC,65,APPLICANT-0065,KYC,loan_65/kyc_65.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0066_PAYSLIP,66,APPLICANT-0066,Payslip,loan_66/payslip_66.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0066_BANK_STATEMENT,66,APPLICANT-0066,Bank Statement,loan_66/bank_statement_66.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0066_TAX_RETURN,66,APPLICANT-0066,Tax Return,loan_66/tax_return_66.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0066_KYC,66,APPLICANT-0066,KYC,loan_66/kyc_66.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0067_PAYSLIP,67,APPLICANT-0067,Payslip,loan_67/payslip_67.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0067_BANK_STATEMENT,67,APPLICANT-0067,Bank Statement,loan_67/bank_statement_67.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0067_TAX_RETURN,67,APPLICANT-0067,Tax Return,loan_67/tax_return_67.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0067_KYC,67,APPLICANT-0067,KYC,loan_67/kyc_67.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0068_PAYSLIP,68,APPLICANT-0068,Payslip,loan_68/payslip_68.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0068_BANK_STATEMENT,68,APPLICANT-0068,Bank Statement,loan_68/bank_statement_68.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0068_TAX_RETURN,68,APPLICANT-0068,Tax Return,loan_68/tax_return_68.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0068_KYC,68,APPLICANT-0068,KYC,loan_68/kyc_68.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0069_PAYSLIP,69,APPLICANT-0069,Payslip,loan_69/payslip_69.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0069_BANK_STATEMENT,69,APPLICANT-0069,Bank Statement,loan_69/bank_statement_69.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0069_TAX_RETURN,69,APPLICANT-0069,Tax Return,loan_69/tax_return_69.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0069_KYC,69,APPLICANT-0069,KYC,loan_69/kyc_69.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0070_PAYSLIP,70,APPLICANT-0070,Payslip,loan_70/payslip_70.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0070_BANK_STATEMENT,70,APPLICANT-0070,Bank Statement,loan_70/bank_statement_70.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0070_TAX_RETURN,70,APPLICANT-0070,Tax Return,loan_70/tax_return_70.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0070_KYC,70,APPLICANT-0070,KYC,loan_70/kyc_70.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0071_PAYSLIP,71,APPLICANT-0071,Payslip,loan_71/payslip_71.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0071_BANK_STATEMENT,71,APPLICANT-0071,Bank Statement,loan_71/bank_statement_71.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0071_TAX_RETURN,71,APPLICANT-0071,Tax Return,loan_71/tax_return_71.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0071_KYC,71,APPLICANT-0071,KYC,loan_71/kyc_71.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0072_PAYSLIP,72,APPLICANT-0072,Payslip,loan_72/payslip_72.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0072_BANK_STATEMENT,72,APPLICANT-0072,Bank Statement,loan_72/bank_statement_72.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0072_TAX_RETURN,72,APPLICANT-0072,Tax Return,loan_72/tax_return_72.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0072_KYC,72,APPLICANT-0072,KYC,loan_72/kyc_72.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0073_PAYSLIP,73,APPLICANT-0073,Payslip,loan_73/payslip_73.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0073_BANK_STATEMENT,73,APPLICANT-0073,Bank Statement,loan_73/bank_statement_73.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0073_TAX_RETURN,73,APPLICANT-0073,Tax Return,loan_73/tax_return_73.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0073_KYC,73,APPLICANT-0073,KYC,loan_73/kyc_73.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0074_PAYSLIP,74,APPLICANT-0074,Payslip,loan_74/payslip_74.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0074_BANK_STATEMENT,74,APPLICANT-0074,Bank Statement,loan_74/bank_statement_74.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0074_TAX_RETURN,74,APPLICANT-0074,Tax Return,loan_74/tax_return_74.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0074_KYC,74,APPLICANT-0074,KYC,loan_74/kyc_74.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0075_PAYSLIP,75,APPLICANT-0075,Payslip,loan_75/payslip_75.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0075_BANK_STATEMENT,75,APPLICANT-0075,Bank Statement,loan_75/bank_statement_75.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0075_TAX_RETURN,75,APPLICANT-0075,Tax Return,loan_75/tax_return_75.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0075_KYC,75,APPLICANT-0075,KYC,loan_75/kyc_75.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0076_PAYSLIP,76,APPLICANT-0076,Payslip,loan_76/payslip_76.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0076_BANK_STATEMENT,76,APPLICANT-0076,Bank Statement,loan_76/bank_statement_76.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0076_TAX_RETURN,76,APPLICANT-0076,Tax Return,loan_76/tax_return_76.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0076_KYC,76,APPLICANT-0076,KYC,loan_76/kyc_76.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0077_PAYSLIP,77,APPLICANT-0077,Payslip,loan_77/payslip_77.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0077_BANK_STATEMENT,77,APPLICANT-0077,Bank Statement,loan_77/bank_statement_77.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0077_TAX_RETURN,77,APPLICANT-0077,Tax Return,loan_77/tax_return_77.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0077_KYC,77,APPLICANT-0077,KYC,loan_77/kyc_77.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0078_PAYSLIP,78,APPLICANT-0078,Payslip,loan_78/payslip_78.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0078_BANK_STATEMENT,78,APPLICANT-0078,Bank Statement,loan_78/bank_statement_78.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0078_TAX_RETURN,78,APPLICANT-0078,Tax Return,loan_78/tax_return_78.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0078_KYC,78,APPLICANT-0078,KYC,loan_78/kyc_78.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0079_PAYSLIP,79,APPLICANT-0079,Payslip,loan_79/payslip_79.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0079_BANK_STATEMENT,79,APPLICANT-0079,Bank Statement,loan_79/bank_statement_79.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0079_TAX_RETURN,79,APPLICANT-0079,Tax Return,loan_79/tax_return_79.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0079_KYC,79,APPLICANT-0079,KYC,loan_79/kyc_79.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0080_PAYSLIP,80,APPLICANT-0080,Payslip,loan_80/payslip_80.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0080_BANK_STATEMENT,80,APPLICANT-0080,Bank Statement,loan_80/bank_statement_80.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0080_TAX_RETURN,80,APPLICANT-0080,Tax Return,loan_80/tax_return_80.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0080_KYC,80,APPLICANT-0080,KYC,loan_80/kyc_80.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0081_PAYSLIP,81,APPLICANT-0081,Payslip,loan_81/payslip_81.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0081_BANK_STATEMENT,81,APPLICANT-0081,Bank Statement,loan_81/bank_statement_81.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0081_TAX_RETURN,81,APPLICANT-0081,Tax Return,loan_81/tax_return_81.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0081_KYC,81,APPLICANT-0081,KYC,loan_81/kyc_81.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0082_PAYSLIP,82,APPLICANT-0082,Payslip,loan_82/payslip_82.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0082_BANK_STATEMENT,82,APPLICANT-0082,Bank Statement,loan_82/bank_statement_82.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0082_TAX_RETURN,82,APPLICANT-0082,Tax Return,loan_82/tax_return_82.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0082_KYC,82,APPLICANT-0082,KYC,loan_82/kyc_82.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0083_PAYSLIP,83,APPLICANT-0083,Payslip,loan_83/payslip_83.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0083_BANK_STATEMENT,83,APPLICANT-0083,Bank Statement,loan_83/bank_statement_83.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0083_TAX_RETURN,83,APPLICANT-0083,Tax Return,loan_83/tax_return_83.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0083_KYC,83,APPLICANT-0083,KYC,loan_83/kyc_83.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0084_PAYSLIP,84,APPLICANT-0084,Payslip,loan_84/payslip_84.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0084_BANK_STATEMENT,84,APPLICANT-0084,Bank Statement,loan_84/bank_statement_84.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0084_TAX_RETURN,84,APPLICANT-0084,Tax Return,loan_84/tax_return_84.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0084_KYC,84,APPLICANT-0084,KYC,loan_84/kyc_84.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0085_PAYSLIP,85,APPLICANT-0085,Payslip,loan_85/payslip_85.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0085_BANK_STATEMENT,85,APPLICANT-0085,Bank Statement,loan_85/bank_statement_85.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0085_TAX_RETURN,85,APPLICANT-0085,Tax Return,loan_85/tax_return_85.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0085_KYC,85,APPLICANT-0085,KYC,loan_85/kyc_85.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0086_PAYSLIP,86,APPLICANT-0086,Payslip,loan_86/payslip_86.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0086_BANK_STATEMENT,86,APPLICANT-0086,Bank Statement,loan_86/bank_statement_86.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0086_TAX_RETURN,86,APPLICANT-0086,Tax Return,loan_86/tax_return_86.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0086_KYC,86,APPLICANT-0086,KYC,loan_86/kyc_86.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0087_PAYSLIP,87,APPLICANT-0087,Payslip,loan_87/payslip_87.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0087_BANK_STATEMENT,87,APPLICANT-0087,Bank Statement,loan_87/bank_statement_87.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0087_TAX_RETURN,87,APPLICANT-0087,Tax Return,loan_87/tax_return_87.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0087_KYC,87,APPLICANT-0087,KYC,loan_87/kyc_87.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0088_PAYSLIP,88,APPLICANT-0088,Payslip,loan_88/payslip_88.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0088_BANK_STATEMENT,88,APPLICANT-0088,Bank Statement,loan_88/bank_statement_88.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0088_TAX_RETURN,88,APPLICANT-0088,Tax Return,loan_88/tax_return_88.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0088_KYC,88,APPLICANT-0088,KYC,loan_88/kyc_88.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0089_PAYSLIP,89,APPLICANT-0089,Payslip,loan_89/payslip_89.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0089_BANK_STATEMENT,89,APPLICANT-0089,Bank Statement,loan_89/bank_statement_89.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0089_TAX_RETURN,89,APPLICANT-0089,Tax Return,loan_89/tax_return_89.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0089_KYC,89,APPLICANT-0089,KYC,loan_89/kyc_89.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0090_PAYSLIP,90,APPLICANT-0090,Payslip,loan_90/payslip_90.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0090_BANK_STATEMENT,90,APPLICANT-0090,Bank Statement,loan_90/bank_statement_90.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0090_TAX_RETURN,90,APPLICANT-0090,Tax Return,loan_90/tax_return_90.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0090_KYC,90,APPLICANT-0090,KYC,loan_90/kyc_90.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0091_PAYSLIP,91,APPLICANT-0091,Payslip,loan_91/payslip_91.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0091_BANK_STATEMENT,91,APPLICANT-0091,Bank Statement,loan_91/bank_statement_91.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0091_TAX_RETURN,91,APPLICANT-0091,Tax Return,loan_91/tax_return_91.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0091_KYC,91,APPLICANT-0091,KYC,loan_91/kyc_91.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0092_PAYSLIP,92,APPLICANT-0092,Payslip,loan_92/payslip_92.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0092_BANK_STATEMENT,92,APPLICANT-0092,Bank Statement,loan_92/bank_statement_92.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0092_TAX_RETURN,92,APPLICANT-0092,Tax Return,loan_92/tax_return_92.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0092_KYC,92,APPLICANT-0092,KYC,loan_92/kyc_92.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0093_PAYSLIP,93,APPLICANT-0093,Payslip,loan_93/payslip_93.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0093_BANK_STATEMENT,93,APPLICANT-0093,Bank Statement,loan_93/bank_statement_93.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0093_TAX_RETURN,93,APPLICANT-0093,Tax Return,loan_93/tax_return_93.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0093_KYC,93,APPLICANT-0093,KYC,loan_93/kyc_93.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0094_PAYSLIP,94,APPLICANT-0094,Payslip,loan_94/payslip_94.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0094_BANK_STATEMENT,94,APPLICANT-0094,Bank Statement,loan_94/bank_statement_94.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0094_TAX_RETURN,94,APPLICANT-0094,Tax Return,loan_94/tax_return_94.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0094_KYC,94,APPLICANT-0094,KYC,loan_94/kyc_94.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0095_PAYSLIP,95,APPLICANT-0095,Payslip,loan_95/payslip_95.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0095_BANK_STATEMENT,95,APPLICANT-0095,Bank Statement,loan_95/bank_statement_95.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0095_TAX_RETURN,95,APPLICANT-0095,Tax Return,loan_95/tax_return_95.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0095_KYC,95,APPLICANT-0095,KYC,loan_95/kyc_95.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0096_PAYSLIP,96,APPLICANT-0096,Payslip,loan_96/payslip_96.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0096_BANK_STATEMENT,96,APPLICANT-0096,Bank Statement,loan_96/bank_statement_96.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0096_TAX_RETURN,96,APPLICANT-0096,Tax Return,loan_96/tax_return_96.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0096_KYC,96,APPLICANT-0096,KYC,loan_96/kyc_96.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0097_PAYSLIP,97,APPLICANT-0097,Payslip,loan_97/payslip_97.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0097_BANK_STATEMENT,97,APPLICANT-0097,Bank Statement,loan_97/bank_statement_97.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0097_TAX_RETURN,97,APPLICANT-0097,Tax Return,loan_97/tax_return_97.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0097_KYC,97,APPLICANT-0097,KYC,loan_97/kyc_97.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0098_PAYSLIP,98,APPLICANT-0098,Payslip,loan_98/payslip_98.pdf,Synthetic - Not Verified,Generated synthetic test document,False
DOC0098_BANK_STATEMENT,98,APPLICANT-0098,Bank Statement,loan_98/bank_statement_98.pdf,Synthetic - Not Verified,Generated synthetic test document,False
